accession,organism_name,tax_id,fppl_name,priority,release_date,collection_date,geo_loc_name,host,isolation_source,host_disease,env_broad_scale,host_category,submitter,submitter_category,bioproject_accession,study_accession,platform,instrument_model,library_strategy,library_source,library_selection
SRR7962483,Fusarium tricinctum,61284,Fusarium spp.,High,2018-10-03 19:52:11,,,,,,,unknown,JGI,research_institute,,,PACBIO_SMRT,Sequel,WGS,GENOMIC,RANDOM
ERR2809600,Fusarium graminearum,5518,Fusarium spp.,High,2018-09-25 09:50:46,,,,,,,unknown,"UMR 1095 INRA/UCA, Genetics, Diversity and Ecophysiology of Cereals",other,,,PACBIO_SMRT,Sequel,WGS,GENOMIC,RANDOM
SRR7892102,Fusarium oxysporum f. sp. lycopersici,59765,Fusarium spp.,High,2018-11-30 00:19:26,2010-09-07,"USA: Yolo County, California",Solanum lycopersicum,tomato tissues,,agricultural field,plant,University of California at Davis,university,,,PACBIO_SMRT,PacBio RS II,WGS,GENOMIC,size fractionation
SRR7889959,Fusarium oxysporum,5507,Fusarium spp.,High,2018-09-21 18:41:14,2018-04-04,USA:MD,,Moldy peanuts,,,plant,USFDA,other,,,ILLUMINA,NextSeq 500,WGS,GENOMIC,RANDOM
SRR7889962,Fusarium proliferatum,948311,Fusarium spp.,High,2018-09-21 18:52:12,2018-04-04,USA:MD,,Moldy peanuts,,,plant,USFDA,other,,,ILLUMINA,NextSeq 500,WGS,GENOMIC,RANDOM
SRR7889963,Fusarium citri,2495903,Fusarium spp.,High,2018-09-21 18:50:12,2018-04-04,USA:MD,,"Wheat flour, unbleached",,,plant,USFDA,other,,,ILLUMINA,NextSeq 500,WGS,GENOMIC,RANDOM
SRR7889964,Fusarium citri,2495903,Fusarium spp.,High,2018-09-21 18:41:14,2018-04-04,USA:MD,,,,,unknown,USFDA,other,,,ILLUMINA,NextSeq 500,WGS,GENOMIC,RANDOM
SRR7889965,Fusarium oxysporum,5507,Fusarium spp.,High,2018-09-21 18:56:12,2018-04-04,USA:MD,,Moldy peanuts,,,plant,USFDA,other,,,ILLUMINA,NextSeq 500,WGS,GENOMIC,RANDOM
SRR7889966,Fusarium proliferatum,948311,Fusarium spp.,High,2018-09-21 18:52:12,2018-04-04,USA:MD,,Moldy peanuts,,,plant,USFDA,other,,,ILLUMINA,NextSeq 500,WGS,GENOMIC,RANDOM
SRR7889967,Fusarium proliferatum,948311,Fusarium spp.,High,2018-09-21 18:37:12,2018-04-04,USA:MD,,Moldy peanuts,,,plant,USFDA,other,,,ILLUMINA,NextSeq 500,WGS,GENOMIC,RANDOM
SRR7889968,Fusarium proliferatum,948311,Fusarium spp.,High,2018-09-21 18:42:12,2018-04-04,USA:MD,,Moldy peanuts,,,plant,USFDA,other,,,ILLUMINA,NextSeq 500,WGS,GENOMIC,RANDOM
SRR7889969,Fusarium proliferatum,948311,Fusarium spp.,High,2018-09-21 18:50:12,2018-04-04,USA:MD,,Moldy peanuts,,,plant,USFDA,other,,,ILLUMINA,NextSeq 500,WGS,GENOMIC,RANDOM
SRR7889970,Fusarium oxysporum,5507,Fusarium spp.,High,2018-09-21 18:52:12,2018-04-04,USA:MD,,Moldy peanuts,,,plant,USFDA,other,,,ILLUMINA,NextSeq 500,WGS,GENOMIC,RANDOM
SRR7889971,Fusarium oxysporum,5507,Fusarium spp.,High,2018-09-21 18:39:12,2018-04-04,USA:MD,,Moldy peanuts,,,plant,USFDA,other,,,ILLUMINA,NextSeq 500,WGS,GENOMIC,RANDOM
SRR7889975,Fusarium proliferatum,948311,Fusarium spp.,High,2018-09-21 18:37:12,2018-04-04,USA:MD,,Moldy peanuts,,,plant,USFDA,other,,,ILLUMINA,NextSeq 500,WGS,GENOMIC,RANDOM
SRR7701182,Fusarium udum,42665,Fusarium spp.,High,2018-08-16 08:16:10,2010-11-15,India,Cajanus cajan,stem,,,plant,NBAIM,other,,,ILLUMINA,Illumina HiSeq 2000,WGS,GENOMIC,PCR
SRR7777438,Fusarium tricinctum,61284,Fusarium spp.,High,2018-09-01 09:41:11,,France: Saint-Die,,,,,unknown,JGI,research_institute,,,PACBIO_SMRT,Sequel,WGS,GENOMIC,RANDOM
SRR7777439,Fusarium tricinctum,61284,Fusarium spp.,High,2018-09-01 09:38:11,,France: Saint-Die,,,,,unknown,JGI,research_institute,,,PACBIO_SMRT,Sequel,WGS,GENOMIC,RANDOM
SRR7690004,Fusarium oxysporum f. sp. lycopersici 4287,426428,Fusarium spp.,High,2018-08-13 16:29:11,2016,Spain,Solanum lycopersicum,,,,plant,University of Massachusetts Amherts,university,,,ILLUMINA,Illumina HiSeq 2500,WGS,GENOMIC,RANDOM
SRR7634802,Fusarium commune,249398,Fusarium spp.,High,2018-08-01 18:36:22,,,,,,,unknown,JGI,research_institute,,,PACBIO_SMRT,Sequel,WGS,GENOMIC,RANDOM
SRR7634803,Fusarium commune,249398,Fusarium spp.,High,2018-08-01 19:06:11,,,,,,,unknown,JGI,research_institute,,,PACBIO_SMRT,Sequel,WGS,GENOMIC,RANDOM
SRR7624773,Fusarium proliferatum,948311,Fusarium spp.,High,2018-07-31 04:08:10,1998,Saudi Arabia: Al-Qassim,Phoenix dactylifera,,,,plant,University Of Bedfordshire,university,,,ILLUMINA,Illumina MiSeq,WGS,GENOMIC,RANDOM
SRR7624774,Fusarium proliferatum,948311,Fusarium spp.,High,2018-07-31 04:04:11,1998,Saudi Arabia: Al-Qassim,Phoenix dactylifera,,,,plant,University Of Bedfordshire,university,,,ILLUMINA,Illumina MiSeq,WGS,GENOMIC,RANDOM
SRR7495325,Fusarium equiseti,61235,Fusarium spp.,High,2018-07-07 11:33:12,,,,,,,unknown,JGI,research_institute,,,PACBIO_SMRT,Sequel,WGS,GENOMIC,RANDOM
SRR7495326,Fusarium equiseti,61235,Fusarium spp.,High,2018-07-07 11:44:12,,,,,,,unknown,JGI,research_institute,,,PACBIO_SMRT,PacBio RS II,WGS,GENOMIC,other
SRR7495327,Fusarium equiseti,61235,Fusarium spp.,High,2018-07-07 11:25:13,,,,,,,unknown,JGI,research_institute,,,PACBIO_SMRT,PacBio RS II,WGS,GENOMIC,other
SRR7495328,Fusarium equiseti,61235,Fusarium spp.,High,2018-07-07 11:25:13,,,,,,,unknown,JGI,research_institute,,,PACBIO_SMRT,PacBio RS II,WGS,GENOMIC,other
SRR7495329,Fusarium equiseti,61235,Fusarium spp.,High,2018-07-07 11:27:11,,,,,,,unknown,JGI,research_institute,,,PACBIO_SMRT,PacBio RS II,WGS,GENOMIC,other
SRR7495330,Fusarium equiseti,61235,Fusarium spp.,High,2018-07-07 11:28:14,,,,,,,unknown,JGI,research_institute,,,PACBIO_SMRT,Sequel,WGS,GENOMIC,RANDOM
SRR7495331,Fusarium equiseti,61235,Fusarium spp.,High,2018-07-07 11:27:11,,,,,,,unknown,JGI,research_institute,,,PACBIO_SMRT,PacBio RS II,WGS,GENOMIC,other
SRR7495332,Fusarium equiseti,61235,Fusarium spp.,High,2018-07-07 11:31:13,,,,,,,unknown,JGI,research_institute,,,PACBIO_SMRT,PacBio RS II,WGS,GENOMIC,other
SRR7495333,Fusarium equiseti,61235,Fusarium spp.,High,2018-07-07 11:25:13,,,,,,,unknown,JGI,research_institute,,,PACBIO_SMRT,PacBio RS II,WGS,GENOMIC,other
SRR7495334,Fusarium equiseti,61235,Fusarium spp.,High,2018-07-07 11:25:13,,,,,,,unknown,JGI,research_institute,,,PACBIO_SMRT,PacBio RS II,WGS,GENOMIC,other
SRR7495261,Fusarium solani,169388,Fusarium spp.,High,2018-07-07 10:22:15,,,,,,,unknown,JGI,research_institute,,,PACBIO_SMRT,PacBio RS II,WGS,GENOMIC,other
SRR7495262,Fusarium solani,169388,Fusarium spp.,High,2018-07-07 10:22:15,,,,,,,unknown,JGI,research_institute,,,PACBIO_SMRT,PacBio RS II,WGS,GENOMIC,other
SRR7495263,Fusarium solani,169388,Fusarium spp.,High,2018-07-07 10:22:15,,,,,,,unknown,JGI,research_institute,,,PACBIO_SMRT,PacBio RS II,WGS,GENOMIC,other
SRR7495264,Fusarium solani,169388,Fusarium spp.,High,2018-07-07 10:22:15,,,,,,,unknown,JGI,research_institute,,,PACBIO_SMRT,PacBio RS II,WGS,GENOMIC,other
SRR7495265,Fusarium solani,169388,Fusarium spp.,High,2018-07-07 10:22:15,,,,,,,unknown,JGI,research_institute,,,PACBIO_SMRT,PacBio RS II,WGS,GENOMIC,other
SRR7495266,Fusarium solani,169388,Fusarium spp.,High,2018-07-07 10:22:15,,,,,,,unknown,JGI,research_institute,,,PACBIO_SMRT,PacBio RS II,WGS,GENOMIC,other
SRR7495267,Fusarium solani,169388,Fusarium spp.,High,2018-07-07 10:22:15,,,,,,,unknown,JGI,research_institute,,,PACBIO_SMRT,PacBio RS II,WGS,GENOMIC,other
ERR1755752,Fusarium graminearum,5518,Fusarium spp.,High,2018-07-04 10:18:41,,,,,,,unknown,,other,,,ILLUMINA,Illumina HiSeq 2000,WGS,GENOMIC,RANDOM
ERR1755747,Fusarium graminearum PH-1,229533,Fusarium spp.,High,2018-07-04 10:18:41,,,,,,,unknown,,other,,,ILLUMINA,Illumina HiSeq 2000,WGS,GENOMIC,RANDOM
SRR7292798,Fusarium pseudograminearum,101028,Fusarium spp.,High,2018-06-11 18:55:18,2014-07-01,Australia: Brisbane,,progeny of sexual cross in laboratory,,,animal,CSIRO,agriculture,,,ILLUMINA,Illumina HiSeq 2500,WGS,GENOMIC,RANDOM
SRR7292799,Fusarium pseudograminearum,101028,Fusarium spp.,High,2018-06-11 18:57:12,2014-07-01,Australia: Brisbane,,progeny of sexual cross in laboratory,,,animal,CSIRO,agriculture,,,ILLUMINA,Illumina HiSeq 2500,WGS,GENOMIC,RANDOM
SRR7292800,Fusarium pseudograminearum,101028,Fusarium spp.,High,2018-06-11 18:55:18,2014-07-01,Australia: Brisbane,,progeny of sexual cross in laboratory,,,animal,CSIRO,agriculture,,,ILLUMINA,Illumina HiSeq 2500,WGS,GENOMIC,RANDOM
SRR7292801,Fusarium pseudograminearum,101028,Fusarium spp.,High,2018-06-11 18:53:12,2014-07-01,Australia: Brisbane,,progeny of sexual cross in laboratory,,,animal,CSIRO,agriculture,,,ILLUMINA,Illumina HiSeq 2500,WGS,GENOMIC,RANDOM
SRR7292802,Fusarium pseudograminearum,101028,Fusarium spp.,High,2018-06-11 19:26:24,2014-07-01,Australia: Brisbane,,progeny of sexual cross in laboratory,,,animal,CSIRO,agriculture,,,ILLUMINA,Illumina HiSeq 2500,WGS,GENOMIC,RANDOM
SRR7292803,Fusarium pseudograminearum,101028,Fusarium spp.,High,2018-06-11 18:55:18,2014-07-01,Australia: Brisbane,,progeny of sexual cross in laboratory,,,animal,CSIRO,agriculture,,,ILLUMINA,Illumina HiSeq 2500,WGS,GENOMIC,RANDOM
SRR7292804,Fusarium pseudograminearum,101028,Fusarium spp.,High,2018-06-11 18:55:18,2014-07-01,Australia: Brisbane,,progeny of sexual cross in laboratory,,,animal,CSIRO,agriculture,,,ILLUMINA,Illumina HiSeq 2500,WGS,GENOMIC,RANDOM
SRR7292805,Fusarium pseudograminearum,101028,Fusarium spp.,High,2018-06-11 18:57:12,2014-07-01,Australia: Brisbane,,progeny of sexual cross in laboratory,,,animal,CSIRO,agriculture,,,ILLUMINA,Illumina HiSeq 2500,WGS,GENOMIC,RANDOM
SRR7292806,Fusarium pseudograminearum,101028,Fusarium spp.,High,2018-06-11 18:55:18,2014-07-01,Australia: Brisbane,,progeny of sexual cross in laboratory,,,animal,CSIRO,agriculture,,,ILLUMINA,Illumina HiSeq 2500,WGS,GENOMIC,RANDOM
SRR7292807,Fusarium pseudograminearum,101028,Fusarium spp.,High,2018-06-11 18:57:12,2014-07-01,Australia: Brisbane,,progeny of sexual cross in laboratory,,,animal,CSIRO,agriculture,,,ILLUMINA,Illumina HiSeq 2500,WGS,GENOMIC,RANDOM
SRR7292808,Fusarium pseudograminearum,101028,Fusarium spp.,High,2018-06-11 18:58:12,2014-07-01,Australia: Brisbane,,progeny of sexual cross in laboratory,,,animal,CSIRO,agriculture,,,ILLUMINA,Illumina HiSeq 2500,WGS,GENOMIC,RANDOM
SRR7292809,Fusarium pseudograminearum,101028,Fusarium spp.,High,2018-06-11 19:10:13,2014-07-01,Australia: Brisbane,,progeny of sexual cross in laboratory,,,animal,CSIRO,agriculture,,,ILLUMINA,Illumina HiSeq 2500,WGS,GENOMIC,RANDOM
SRR7292810,Fusarium pseudograminearum,101028,Fusarium spp.,High,2018-06-11 18:55:18,2014-07-01,Australia: Brisbane,,progeny of sexual cross in laboratory,,,animal,CSIRO,agriculture,,,ILLUMINA,Illumina HiSeq 2500,WGS,GENOMIC,RANDOM
SRR7292811,Fusarium pseudograminearum,101028,Fusarium spp.,High,2018-06-11 18:57:12,2014-07-01,Australia: Brisbane,,progeny of sexual cross in laboratory,,,animal,CSIRO,agriculture,,,ILLUMINA,Illumina HiSeq 2500,WGS,GENOMIC,RANDOM
SRR7292812,Fusarium pseudograminearum,101028,Fusarium spp.,High,2018-06-11 18:57:12,2014-07-01,Australia: Brisbane,,progeny of sexual cross in laboratory,,,animal,CSIRO,agriculture,,,ILLUMINA,Illumina HiSeq 2500,WGS,GENOMIC,RANDOM
SRR7292813,Fusarium pseudograminearum,101028,Fusarium spp.,High,2018-06-11 18:57:12,2014-07-01,Australia: Brisbane,,progeny of sexual cross in laboratory,,,animal,CSIRO,agriculture,,,ILLUMINA,Illumina HiSeq 2500,WGS,GENOMIC,RANDOM
SRR7292814,Fusarium pseudograminearum,101028,Fusarium spp.,High,2018-06-11 18:57:12,2014-07-01,Australia: Brisbane,,progeny of sexual cross in laboratory,,,animal,CSIRO,agriculture,,,ILLUMINA,Illumina HiSeq 2500,WGS,GENOMIC,RANDOM
SRR7292815,Fusarium pseudograminearum,101028,Fusarium spp.,High,2018-06-11 18:57:12,2014-07-01,Australia: Brisbane,,progeny of sexual cross in laboratory,,,animal,CSIRO,agriculture,,,ILLUMINA,Illumina HiSeq 2500,WGS,GENOMIC,RANDOM
SRR7292816,Fusarium pseudograminearum,101028,Fusarium spp.,High,2018-06-11 18:57:12,2014-07-01,Australia: Brisbane,,progeny of sexual cross in laboratory,,,animal,CSIRO,agriculture,,,ILLUMINA,Illumina HiSeq 2500,WGS,GENOMIC,RANDOM
SRR7292817,Fusarium pseudograminearum,101028,Fusarium spp.,High,2018-06-11 18:53:12,2014-07-01,Australia: Brisbane,,progeny of sexual cross in laboratory,,,animal,CSIRO,agriculture,,,ILLUMINA,Illumina HiSeq 2500,WGS,GENOMIC,RANDOM
SRR7292818,Fusarium pseudograminearum,101028,Fusarium spp.,High,2018-06-11 19:07:12,2014-07-01,Australia: Brisbane,,progeny of sexual cross in laboratory,,,animal,CSIRO,agriculture,,,ILLUMINA,Illumina HiSeq 2500,WGS,GENOMIC,RANDOM
SRR7292819,Fusarium pseudograminearum,101028,Fusarium spp.,High,2018-06-11 18:57:12,2014-07-01,Australia: Brisbane,,progeny of sexual cross in laboratory,,,animal,CSIRO,agriculture,,,ILLUMINA,Illumina HiSeq 2500,WGS,GENOMIC,RANDOM
SRR7292820,Fusarium pseudograminearum,101028,Fusarium spp.,High,2018-06-11 18:57:12,2014-07-01,Australia: Brisbane,,progeny of sexual cross in laboratory,,,animal,CSIRO,agriculture,,,ILLUMINA,Illumina HiSeq 2500,WGS,GENOMIC,RANDOM
SRR7292821,Fusarium pseudograminearum,101028,Fusarium spp.,High,2018-06-11 18:57:12,2014-07-01,Australia: Brisbane,,progeny of sexual cross in laboratory,,,animal,CSIRO,agriculture,,,ILLUMINA,Illumina HiSeq 2500,WGS,GENOMIC,RANDOM
SRR7292822,Fusarium pseudograminearum,101028,Fusarium spp.,High,2018-06-11 18:57:12,2014-07-01,Australia: Brisbane,,progeny of sexual cross in laboratory,,,animal,CSIRO,agriculture,,,ILLUMINA,Illumina HiSeq 2500,WGS,GENOMIC,RANDOM
SRR7292823,Fusarium pseudograminearum,101028,Fusarium spp.,High,2018-06-11 19:04:12,2014-07-01,Australia: Brisbane,,progeny of sexual cross in laboratory,,,animal,CSIRO,agriculture,,,ILLUMINA,Illumina HiSeq 2500,WGS,GENOMIC,RANDOM
SRR7292824,Fusarium pseudograminearum,101028,Fusarium spp.,High,2018-06-11 19:07:12,2014-07-01,Australia: Brisbane,,progeny of sexual cross in laboratory,,,animal,CSIRO,agriculture,,,ILLUMINA,Illumina HiSeq 2500,WGS,GENOMIC,RANDOM
SRR7292825,Fusarium pseudograminearum,101028,Fusarium spp.,High,2018-06-11 18:57:12,2014-07-01,Australia: Brisbane,,progeny of sexual cross in laboratory,,,animal,CSIRO,agriculture,,,ILLUMINA,Illumina HiSeq 2500,WGS,GENOMIC,RANDOM
SRR7292826,Fusarium pseudograminearum,101028,Fusarium spp.,High,2018-06-11 18:55:18,2014-07-01,Australia: Brisbane,,progeny of sexual cross in laboratory,,,animal,CSIRO,agriculture,,,ILLUMINA,Illumina HiSeq 2500,WGS,GENOMIC,RANDOM
SRR7292827,Fusarium pseudograminearum,101028,Fusarium spp.,High,2018-06-11 18:55:17,2014-07-01,Australia: Brisbane,,progeny of sexual cross in laboratory,,,animal,CSIRO,agriculture,,,ILLUMINA,Illumina HiSeq 2500,WGS,GENOMIC,RANDOM
SRR7292828,Fusarium pseudograminearum,101028,Fusarium spp.,High,2018-06-11 18:57:12,2014-07-01,Australia: Brisbane,,progeny of sexual cross in laboratory,,,animal,CSIRO,agriculture,,,ILLUMINA,Illumina HiSeq 2500,WGS,GENOMIC,RANDOM
SRR7292829,Fusarium pseudograminearum,101028,Fusarium spp.,High,2018-06-11 18:57:12,2014-07-01,Australia: Brisbane,,progeny of sexual cross in laboratory,,,animal,CSIRO,agriculture,,,ILLUMINA,Illumina HiSeq 2500,WGS,GENOMIC,RANDOM
SRR7292830,Fusarium pseudograminearum,101028,Fusarium spp.,High,2018-06-11 18:55:17,2014-07-01,Australia: Brisbane,,progeny of sexual cross in laboratory,,,animal,CSIRO,agriculture,,,ILLUMINA,Illumina HiSeq 2500,WGS,GENOMIC,RANDOM
SRR7292831,Fusarium pseudograminearum,101028,Fusarium spp.,High,2018-06-11 18:57:12,2014-07-01,Australia: Brisbane,,progeny of sexual cross in laboratory,,,animal,CSIRO,agriculture,,,ILLUMINA,Illumina HiSeq 2500,WGS,GENOMIC,RANDOM
SRR7292832,Fusarium pseudograminearum,101028,Fusarium spp.,High,2018-06-11 18:57:12,2014-07-01,Australia: Brisbane,,progeny of sexual cross in laboratory,,,animal,CSIRO,agriculture,,,ILLUMINA,Illumina HiSeq 2500,WGS,GENOMIC,RANDOM
SRR7292833,Fusarium pseudograminearum,101028,Fusarium spp.,High,2018-06-11 18:55:17,2014-07-01,Australia: Brisbane,,progeny of sexual cross in laboratory,,,animal,CSIRO,agriculture,,,ILLUMINA,Illumina HiSeq 2500,WGS,GENOMIC,RANDOM
SRR7292834,Fusarium pseudograminearum,101028,Fusarium spp.,High,2018-06-11 18:57:12,2014-07-01,Australia: Brisbane,,progeny of sexual cross in laboratory,,,animal,CSIRO,agriculture,,,ILLUMINA,Illumina HiSeq 2500,WGS,GENOMIC,RANDOM
SRR7292835,Fusarium pseudograminearum,101028,Fusarium spp.,High,2018-06-11 18:54:12,2014-07-01,Australia: Brisbane,,progeny of sexual cross in laboratory,,,animal,CSIRO,agriculture,,,ILLUMINA,Illumina HiSeq 2500,WGS,GENOMIC,RANDOM
SRR7252233,Fusarium graminearum,5518,Fusarium spp.,High,2019-07-04 00:51:47,2016-10-01,China: Yangling,,,,,unknown,Northwest A&F University,university,,,ILLUMINA,Illumina HiSeq 2500,WGS,GENOMIC,RANDOM PCR
SRR7226877,Fusarium oxysporum f. sp. cubense,61366,Fusarium spp.,High,2018-06-25 13:28:11,2016,Myanmar,Cavendish,,,,environment,Wageningen University & Research,university,,,ILLUMINA,Illumina HiSeq 4000,WGS,GENOMIC,RANDOM
SRR7226878,Fusarium oxysporum f. sp. cubense,61366,Fusarium spp.,High,2018-06-25 13:28:11,2016,Laos,Cavendish,,,,environment,Wageningen University & Research,university,,,ILLUMINA,Illumina HiSeq 4000,WGS,GENOMIC,RANDOM
SRR7226879,Fusarium oxysporum f. sp. cubense,61366,Fusarium spp.,High,2018-06-25 13:28:11,2016,Viet Nam,Cavendish,,,,environment,Wageningen University & Research,university,,,ILLUMINA,Illumina HiSeq 4000,WGS,GENOMIC,RANDOM
SRR7226880,Fusarium oxysporum f. sp. cubense,61366,Fusarium spp.,High,2018-06-25 13:28:11,2013,Lebanon,Cavendish,,,,environment,Wageningen University & Research,university,,,ILLUMINA,Illumina HiSeq 2000,WGS,GENOMIC,RANDOM
SRR7226881,Fusarium oxysporum f. sp. cubense,61366,Fusarium spp.,High,2018-06-25 13:28:11,2006,Jordan:Jordan Valley,Cavendish,,,,environment,Wageningen University & Research,university,,,ILLUMINA,Illumina HiSeq 2000,WGS,GENOMIC,RANDOM
SRR7226882,Fusarium oxysporum f. sp. cubense,61366,Fusarium spp.,High,2018-06-25 13:28:11,2011,Philippines,Cavendish,,,,environment,Wageningen University & Research,university,,,ILLUMINA,Illumina HiSeq 2000,WGS,GENOMIC,RANDOM
SRR7226883,Fusarium oxysporum f. sp. cubense,61366,Fusarium spp.,High,2018-06-25 13:28:11,2013,Pakistan,Cavendish,,,,environment,Wageningen University & Research,university,,,ILLUMINA,Illumina HiSeq 2000,WGS,GENOMIC,RANDOM
SRR7142074,Fusarium solani,169388,Fusarium spp.,High,2019-06-01 01:41:34,2003-08-25,India: Karnataka,Taxus celebica,,,,unknown,Indian Institute of Science,other,,,OXFORD_NANOPORE,MinION,WGS,GENOMIC,PCR
SRR7142072,Fusarium solani,169388,Fusarium spp.,High,2019-06-01 01:41:34,2003-08-25,India: Karnataka,Taxus celebica,,,,unknown,Indian Institute of Science,other,,,ILLUMINA,NextSeq 500,WGS,GENOMIC,PCR
SRR7142073,Fusarium solani,169388,Fusarium spp.,High,2019-06-01 01:41:34,2003-08-26,India: Karnataka,Taxus celebica,stem cuttings,,,plant,Indian Institute of Science,other,,,ILLUMINA,NextSeq 500,WGS,GENOMIC,PCR
SRR7015920,Fusarium oxysporum f. sp. lycopersici 4287,426428,Fusarium spp.,High,2018-08-14 00:10:00,2016,Spain,Solanum lycopersicum,,,,plant,University of Massachusetts Amherts,university,,,PACBIO_SMRT,PacBio RS II,WGS,GENOMIC,unspecified
SRR6820456,Fusarium coffeatum,231269,Fusarium spp.,High,2018-03-09 02:00:12,2009-04-16,"Australia: Queensland, Clifton",Sorghum bicolor,,,,plant,CSIRO,agriculture,,,ILLUMINA,Illumina HiSeq 2500,WGS,GENOMIC,RANDOM
SRR6820386,Fusarium verticillioides,117187,Fusarium spp.,High,2018-03-09 00:43:12,2010-02-25,"Australia: New South Wales, Casino",Zea mays,,,,plant,CSIRO,agriculture,,,ILLUMINA,Illumina HiSeq 2500,WGS,GENOMIC,RANDOM
SRR6820387,Fusarium verticillioides,117187,Fusarium spp.,High,2018-03-09 00:43:12,1977-03-14,"Australia: Queensland, Rocky Creek, near Walkamin",Zea mays,Infected plant,,,plant,CSIRO,agriculture,,,ILLUMINA,Illumina HiSeq 2500,WGS,GENOMIC,RANDOM
SRR6820388,Fusarium verticillioides,117187,Fusarium spp.,High,2018-03-09 00:43:12,2009-03-18,"Australia: Queensland, Capella",Sorghum bicolor,,,,plant,CSIRO,agriculture,,,ILLUMINA,Illumina HiSeq 2500,WGS,GENOMIC,RANDOM
ERR655305,Fusarium venenatum,56646,Fusarium spp.,High,2018-02-27 07:50:39,,,,,,,unknown,ROTHAMSTED RESEARCH,agriculture,,,ILLUMINA,Illumina HiSeq 2000,WGS,GENOMIC,size fractionation
SRR6449588,Fusarium oxysporum,5507,Fusarium spp.,High,2019-02-01 00:25:44,2015-08,China:Baise,Sugarcane,"BaiSe, Guangxi",Pokkah boeng,,plant,Guangxi university,university,,,ILLUMINA,Illumina HiSeq 4000,WGS,GENOMIC,other
SRR6447974,Fusarium oxysporum,5507,Fusarium spp.,High,2018-01-06 21:34:12,,France: Saint-Die,,,,,unknown,JGI,research_institute,,,PACBIO_SMRT,Sequel,WGS,GENOMIC,other
SRR6447952,Fusarium redolens,48865,Fusarium spp.,High,2018-01-06 21:13:11,,,,,,,unknown,JGI,research_institute,,,PACBIO_SMRT,PacBio RS II,WGS,GENOMIC,other
SRR6447953,Fusarium redolens,48865,Fusarium spp.,High,2018-01-06 21:13:11,,,,,,,unknown,JGI,research_institute,,,PACBIO_SMRT,PacBio RS II,WGS,GENOMIC,other
SRR6447954,Fusarium redolens,48865,Fusarium spp.,High,2018-01-06 21:13:11,,,,,,,unknown,JGI,research_institute,,,PACBIO_SMRT,PacBio RS II,WGS,GENOMIC,other
SRR6447955,Fusarium redolens,48865,Fusarium spp.,High,2018-01-06 21:13:11,,,,,,,unknown,JGI,research_institute,,,PACBIO_SMRT,PacBio RS II,WGS,GENOMIC,other
SRR6447956,Fusarium redolens,48865,Fusarium spp.,High,2018-01-06 21:13:11,,,,,,,unknown,JGI,research_institute,,,PACBIO_SMRT,PacBio RS II,WGS,GENOMIC,other
SRR6447957,Fusarium redolens,48865,Fusarium spp.,High,2018-01-06 21:13:11,,,,,,,unknown,JGI,research_institute,,,PACBIO_SMRT,PacBio RS II,WGS,GENOMIC,other
SRR6396633,Fusarium pseudograminearum,101028,Fusarium spp.,High,2018-05-11 10:08:43,2004,Australia: Darling Downs,,barley,,,plant,United States Department of Agriculture,agriculture,,,ILLUMINA,Illumina MiSeq,WGS,GENOMIC,RANDOM PCR
SRR6118485,Fusarium oxysporum,5507,Fusarium spp.,High,2017-09-29 11:09:12,2015,Ethiopia: Shoya,Cicer arietinum,,,,plant,Cook Lab - University of California at Davis,agriculture,,,ILLUMINA,Illumina HiSeq 4000,WGS,GENOMIC,RANDOM
SRR6118486,Fusarium oxysporum,5507,Fusarium spp.,High,2017-09-29 11:02:13,2015,Ethiopia: Lalo Gerbe,Cicer arietinum,,,,plant,Cook Lab - University of California at Davis,agriculture,,,ILLUMINA,Illumina HiSeq 4000,WGS,GENOMIC,RANDOM
SRR6118487,Fusarium oxysporum,5507,Fusarium spp.,High,2017-09-29 11:38:12,2015,Ethiopia: Sonbe,Cicer arietinum,,,,plant,Cook Lab - University of California at Davis,agriculture,,,ILLUMINA,Illumina HiSeq 4000,WGS,GENOMIC,RANDOM
SRR6118488,Fusarium oxysporum,5507,Fusarium spp.,High,2017-09-29 11:41:28,2015,Ethiopia: Kora,Cicer arietinum,,,,plant,Cook Lab - University of California at Davis,agriculture,,,ILLUMINA,Illumina HiSeq 4000,WGS,GENOMIC,RANDOM
SRR6118489,Fusarium oxysporum,5507,Fusarium spp.,High,2017-09-29 11:05:18,2015,Ethiopia: Kora,Cicer arietinum,,,,plant,Cook Lab - University of California at Davis,agriculture,,,ILLUMINA,Illumina HiSeq 4000,WGS,GENOMIC,RANDOM
SRR6118490,Fusarium cf. falciforme,2778372,Fusarium spp.,High,2017-09-29 11:09:12,2015,Ethiopia: Jollie,Cicer arietinum,,,,plant,Cook Lab - University of California at Davis,agriculture,,,ILLUMINA,Illumina HiSeq 4000,WGS,GENOMIC,RANDOM
SRR6118491,Fusarium cf. falciforme,2778372,Fusarium spp.,High,2017-09-29 11:05:18,2015,Ethiopia: Jollie,Cicer arietinum,,,,plant,Cook Lab - University of California at Davis,agriculture,,,ILLUMINA,Illumina HiSeq 4000,WGS,GENOMIC,RANDOM
SRR6118492,Fusarium oxysporum,5507,Fusarium spp.,High,2017-09-29 11:02:13,2015,Ethiopia: Gogeti,Cicer arietinum,,,,plant,Cook Lab - University of California at Davis,agriculture,,,ILLUMINA,Illumina HiSeq 4000,WGS,GENOMIC,RANDOM
