accession,organism_name,tax_id,fppl_name,priority,release_date,assembly_level,collection_date,geo_loc_name,host,isolation_source,host_disease,env_broad_scale,host_category,submitter,submitter_category,biosample_owner,assembly_submitter,bioproject_accession,genome_size_bp,gc_percent
GCA_049635055.1,Candidozyma auris,498019,Candida auris,Critical,2025-04-15,Chromosome,2023-03-24,Turkey:Istanbul,Homo sapiens,Blood Culture,Sepsis,,laboratory,"General Directorate of Public Health, Ministry of Health Turkiye",public_health,"General Directorate of Public Health, Ministry of Health Turkiye",General Directorate of Public Health,PRJNA1231771,12385093,45.5
GCA_049635165.1,Candidozyma auris,498019,Candida auris,Critical,2025-04-15,Chromosome,2024-05-14,Turkey:Ankara,Homo sapiens,Blood Culture,Sepsis,,laboratory,"General Directorate of Public Health, Ministry of Health Turkiye",public_health,"General Directorate of Public Health, Ministry of Health Turkiye",General Directorate of Public Health,PRJNA1231771,12377328,45.5
GCA_049635195.1,Candidozyma auris,498019,Candida auris,Critical,2025-04-15,Chromosome,2023-03-24,Turkey:Istanbul,Homo sapiens,Urine Culture,Candidozyma auris survelliance,,laboratory,"General Directorate of Public Health, Ministry of Health Turkiye",public_health,"General Directorate of Public Health, Ministry of Health Turkiye",General Directorate of Public Health,PRJNA1231771,12384699,45.5
GCA_049635225.1,Candidozyma auris,498019,Candida auris,Critical,2025-04-15,Chromosome,2024-03-20,Turkey:Ankara,Homo sapiens,Blood Culture,Sepsis,,laboratory,"General Directorate of Public Health, Ministry of Health Turkiye",public_health,"General Directorate of Public Health, Ministry of Health Turkiye",General Directorate of Public Health,PRJNA1231771,12370524,45.5
GCA_049635315.1,Candidozyma auris,498019,Candida auris,Critical,2025-04-15,Chromosome,2023-03-24,Turkey:Istanbul,Homo sapiens,Urine Culture,Candidozyma auris survelliance,,laboratory,"General Directorate of Public Health, Ministry of Health Turkiye",public_health,"General Directorate of Public Health, Ministry of Health Turkiye",General Directorate of Public Health,PRJNA1231771,12390929,45.5
GCA_049635345.1,Candidozyma auris,498019,Candida auris,Critical,2025-04-15,Chromosome,2024-04-15,Turkey:Ankara,Homo sapiens,Blood Culture,Sepsis,,laboratory,"General Directorate of Public Health, Ministry of Health Turkiye",public_health,"General Directorate of Public Health, Ministry of Health Turkiye",General Directorate of Public Health,PRJNA1231771,12375724,45.5
GCA_049635375.1,Candidozyma auris,498019,Candida auris,Critical,2025-04-15,Chromosome,2023-03-24,Turkey:Istanbul,Homo sapiens,Catheter,Candidozyma auris survelliance,,human,"General Directorate of Public Health, Ministry of Health Turkiye",public_health,"General Directorate of Public Health, Ministry of Health Turkiye",General Directorate of Public Health,PRJNA1231771,12373883,45.5
GCA_049635465.1,Candidozyma auris,498019,Candida auris,Critical,2025-04-15,Chromosome,2024-03-01,Turkey:Ankara,Homo sapiens,Blood Culture,Sepsis,,laboratory,"General Directorate of Public Health, Ministry of Health Turkiye",public_health,"General Directorate of Public Health, Ministry of Health Turkiye",General Directorate of Public Health,PRJNA1231771,12384721,45.5
GCA_049635495.1,Candidozyma auris,498019,Candida auris,Critical,2025-04-15,Chromosome,2023-03-24,Turkey:Istanbul,Homo sapiens,Blood Culture,Sepsis,,laboratory,"General Directorate of Public Health, Ministry of Health Turkiye",public_health,"General Directorate of Public Health, Ministry of Health Turkiye",General Directorate of Public Health,PRJNA1231771,12383947,45.5
GCA_049635565.1,Candidozyma auris,498019,Candida auris,Critical,2025-04-15,Chromosome,2024-03-01,Turkey:Ankara,Homo sapiens,Blood Culture,Sepsis,,laboratory,"General Directorate of Public Health, Ministry of Health Turkiye",public_health,"General Directorate of Public Health, Ministry of Health Turkiye",General Directorate of Public Health,PRJNA1231771,12384521,45.5
GCA_049635615.1,Candidozyma auris,498019,Candida auris,Critical,2025-04-15,Chromosome,2023-03-24,Turkey:Istanbul,Homo sapiens,tracheal aspirate,Candidozyma auris survelliance,,human,"General Directorate of Public Health, Ministry of Health Turkiye",public_health,"General Directorate of Public Health, Ministry of Health Turkiye",General Directorate of Public Health,PRJNA1231771,12373788,45.5
GCA_049635645.1,Candidozyma auris,498019,Candida auris,Critical,2025-04-15,Chromosome,2024-04-29,Turkey:Osmaniye,Homo sapiens,Blood Culture,Sepsis,,laboratory,"General Directorate of Public Health, Ministry of Health Turkiye",public_health,"General Directorate of Public Health, Ministry of Health Turkiye",General Directorate of Public Health,PRJNA1231771,12377238,45.5
GCA_049635735.1,Candidozyma auris,498019,Candida auris,Critical,2025-04-15,Chromosome,2023-03-24,Turkey:Istanbul,Homo sapiens,Catheter,Candidozyma auris survelliance,,human,"General Directorate of Public Health, Ministry of Health Turkiye",public_health,"General Directorate of Public Health, Ministry of Health Turkiye",General Directorate of Public Health,PRJNA1231771,12373602,45.5
GCA_049635765.1,Candidozyma auris,498019,Candida auris,Critical,2025-04-15,Chromosome,2024-01-22,Turkey:Ankara,Homo sapiens,Blood Culture,Sepsis,,laboratory,"General Directorate of Public Health, Ministry of Health Turkiye",public_health,"General Directorate of Public Health, Ministry of Health Turkiye",General Directorate of Public Health,PRJNA1231771,12377437,45.5
GCA_049635795.1,Candidozyma auris,498019,Candida auris,Critical,2025-04-15,Chromosome,2023-03-24,Turkey:Istanbul,Homo sapiens,Urine Culture,Candidozyma auris survelliance,,laboratory,"General Directorate of Public Health, Ministry of Health Turkiye",public_health,"General Directorate of Public Health, Ministry of Health Turkiye",General Directorate of Public Health,PRJNA1231771,12487318,45.5
GCA_049635875.1,Candidozyma auris,498019,Candida auris,Critical,2025-04-15,Chromosome,2023-03-24,Turkey:Istanbul,Homo sapiens,Blood Culture,Sepsis,,laboratory,"General Directorate of Public Health, Ministry of Health Turkiye",public_health,"General Directorate of Public Health, Ministry of Health Turkiye",General Directorate of Public Health,PRJNA1231771,12374329,45.5
GCA_049635905.1,Candidozyma auris,498019,Candida auris,Critical,2025-04-15,Chromosome,2024-02-15,Turkey:Ankara,Homo sapiens,Blood Culture,Sepsis,,laboratory,"General Directorate of Public Health, Ministry of Health Turkiye",public_health,"General Directorate of Public Health, Ministry of Health Turkiye",General Directorate of Public Health,PRJNA1231771,12375214,45.5
GCA_049635935.1,Candidozyma auris,498019,Candida auris,Critical,2025-04-15,Chromosome,2024-04-29,Turkey:Osmaniye,Homo sapiens,Blood Culture,Sepsis,,laboratory,"General Directorate of Public Health, Ministry of Health Turkiye",public_health,"General Directorate of Public Health, Ministry of Health Turkiye",General Directorate of Public Health,PRJNA1231771,12373525,45.5
GCA_049636005.1,Candidozyma auris,498019,Candida auris,Critical,2025-04-15,Chromosome,2024-02-13,Turkey:Ankara,Homo sapiens,Blood Culture,Sepsis,,laboratory,"General Directorate of Public Health, Ministry of Health Turkiye",public_health,"General Directorate of Public Health, Ministry of Health Turkiye",General Directorate of Public Health,PRJNA1231771,12377819,45.5
GCA_049636055.1,Candidozyma auris,498019,Candida auris,Critical,2025-04-15,Chromosome,2023-03-24,Turkey:Istanbul,Homo sapiens,Blood Culture,Sepsis,,laboratory,"General Directorate of Public Health, Ministry of Health Turkiye",public_health,"General Directorate of Public Health, Ministry of Health Turkiye",General Directorate of Public Health,PRJNA1231771,12384995,45.5
GCA_049636085.1,Candidozyma auris,498019,Candida auris,Critical,2025-04-15,Chromosome,2024-04-29,Turkey:Ankara,Homo sapiens,Blood Culture,Sepsis,,laboratory,"General Directorate of Public Health, Ministry of Health Turkiye",public_health,"General Directorate of Public Health, Ministry of Health Turkiye",General Directorate of Public Health,PRJNA1231771,12374285,45.5
GCA_049636175.1,Candidozyma auris,498019,Candida auris,Critical,2025-04-15,Chromosome,2024-02-13,Turkey:Ankara,Homo sapiens,Blood Culture,Sepsis,,laboratory,"General Directorate of Public Health, Ministry of Health Turkiye",public_health,"General Directorate of Public Health, Ministry of Health Turkiye",General Directorate of Public Health,PRJNA1231771,12383919,45.5
GCA_049636185.1,Candidozyma auris,498019,Candida auris,Critical,2025-04-15,Chromosome,2023-07-07,Turkey:Ankara,Homo sapiens,Blood Culture,Sepsis,,laboratory,"General Directorate of Public Health, Ministry of Health Turkiye",public_health,"General Directorate of Public Health, Ministry of Health Turkiye",General Directorate of Public Health,PRJNA1231771,12376733,45.5
GCA_049636255.1,Candidozyma auris,498019,Candida auris,Critical,2025-04-15,Chromosome,2024-05-12,Turkey:Istanbul,Homo sapiens,Urine Culture,Candidozyma auris survelliance,,laboratory,"General Directorate of Public Health, Ministry of Health Turkiye",public_health,"General Directorate of Public Health, Ministry of Health Turkiye",General Directorate of Public Health,PRJNA1231771,12383062,45.5
GCA_049636325.1,Candidozyma auris,498019,Candida auris,Critical,2025-04-15,Chromosome,2023-09-11,Turkey:Ankara,Homo sapiens,Blood Culture,Sepsis,,laboratory,"General Directorate of Public Health, Ministry of Health Turkiye",public_health,"General Directorate of Public Health, Ministry of Health Turkiye",General Directorate of Public Health,PRJNA1231771,12374463,45.5
GCA_049636335.1,Candidozyma auris,498019,Candida auris,Critical,2025-04-15,Chromosome,2024-04-29,Turkey:Osmaniye,Homo sapiens,Urine Culture,Candidozyma auris survelliance,,laboratory,"General Directorate of Public Health, Ministry of Health Turkiye",public_health,"General Directorate of Public Health, Ministry of Health Turkiye",General Directorate of Public Health,PRJNA1231771,12374241,45.5
GCA_049636405.1,Candidozyma auris,498019,Candida auris,Critical,2025-04-15,Chromosome,,South Africa,Homo sapiens,Human urine,Sepsis,,human,"General Directorate of Public Health, Ministry of Health Turkiye",public_health,"General Directorate of Public Health, Ministry of Health Turkiye",General Directorate of Public Health,PRJNA1231771,12385773,45.0
GCA_049636475.1,Candidozyma auris,498019,Candida auris,Critical,2025-04-15,Chromosome,2023-12-06,Turkey:Ankara,Homo sapiens,Urine Culture,Candidozyma auris survelliance,,laboratory,"General Directorate of Public Health, Ministry of Health Turkiye",public_health,"General Directorate of Public Health, Ministry of Health Turkiye",General Directorate of Public Health,PRJNA1231771,12388506,45.0
GCA_049636505.1,Candidozyma auris,498019,Candida auris,Critical,2025-04-15,Chromosome,2023-12-06,Turkey:Ankara,Homo sapiens,Urine Culture,Candidozyma auris survelliance,,laboratory,"General Directorate of Public Health, Ministry of Health Turkiye",public_health,"General Directorate of Public Health, Ministry of Health Turkiye",General Directorate of Public Health,PRJNA1231771,12388229,45.0
GCA_049636595.1,Candidozyma auris,498019,Candida auris,Critical,2025-04-15,Chromosome,2022-12-15,Turkey:Bursa,Homo sapiens,Blood Culture,Sepsis,,laboratory,"General Directorate of Public Health, Ministry of Health Turkiye",public_health,"General Directorate of Public Health, Ministry of Health Turkiye",General Directorate of Public Health,PRJNA1231771,12388610,45.0
GCA_049636625.1,Candidozyma auris,498019,Candida auris,Critical,2025-04-15,Chromosome,2020-06-09,Turkey:Ankara,Homo sapiens,Blood Culture,Sepsis,,laboratory,"General Directorate of Public Health, Ministry of Health Turkiye",public_health,"General Directorate of Public Health, Ministry of Health Turkiye",General Directorate of Public Health,PRJNA1231771,12387657,45.5
GCA_049636715.1,Candidozyma auris,498019,Candida auris,Critical,2025-04-15,Chromosome,2022-06-15,Turkey:Ankara,Homo sapiens,Blood Culture,Sepsis,,laboratory,"General Directorate of Public Health, Ministry of Health Turkiye",public_health,"General Directorate of Public Health, Ministry of Health Turkiye",General Directorate of Public Health,PRJNA1231771,12387764,45.0
GCA_049636745.1,Candidozyma auris,498019,Candida auris,Critical,2025-04-15,Chromosome,,Venezuela,Homo sapiens,Human blood,Sepsis,,human,"General Directorate of Public Health, Ministry of Health Turkiye",public_health,"General Directorate of Public Health, Ministry of Health Turkiye",General Directorate of Public Health,PRJNA1231771,12386303,45.0
GCA_049636765.1,Candidozyma auris,498019,Candida auris,Critical,2025-04-15,Chromosome,,Pakistan,Homo sapiens,Human blood,Sepsis,,human,"General Directorate of Public Health, Ministry of Health Turkiye",public_health,"General Directorate of Public Health, Ministry of Health Turkiye",General Directorate of Public Health,PRJNA1231771,12390273,45.0
GCA_049636865.1,Candidozyma auris,498019,Candida auris,Critical,2025-04-15,Chromosome,2023-12-06,Turkey:Ankara,Homo sapiens,Blood Culture,Sepsis,,laboratory,"General Directorate of Public Health, Ministry of Health Turkiye",public_health,"General Directorate of Public Health, Ministry of Health Turkiye",General Directorate of Public Health,PRJNA1231771,12388142,45.0
GCA_049636895.1,Candidozyma auris,498019,Candida auris,Critical,2025-04-15,Chromosome,2020-06-09,Turkey:Ankara,Homo sapiens,Blood Culture,Sepsis,,laboratory,"General Directorate of Public Health, Ministry of Health Turkiye",public_health,"General Directorate of Public Health, Ministry of Health Turkiye",General Directorate of Public Health,PRJNA1231771,12387531,45.0
GCA_049636905.1,Candidozyma auris,498019,Candida auris,Critical,2025-04-15,Chromosome,2023-11-03,Turkey:Ankara,Homo sapiens,Blood Culture,Sepsis,,laboratory,"General Directorate of Public Health, Ministry of Health Turkiye",public_health,"General Directorate of Public Health, Ministry of Health Turkiye",General Directorate of Public Health,PRJNA1231771,12401943,45.5
GCA_049636985.1,Candidozyma auris,498019,Candida auris,Critical,2025-04-15,Chromosome,2022-06-15,Turkey:Ankara,Homo sapiens,Blood Culture,Sepsis,,laboratory,"General Directorate of Public Health, Ministry of Health Turkiye",public_health,"General Directorate of Public Health, Ministry of Health Turkiye",General Directorate of Public Health,PRJNA1231771,12387633,45.5
GCA_049637035.1,Candidozyma auris,498019,Candida auris,Critical,2025-04-15,Chromosome,2023-09-13,Turkey:Ankara,Homo sapiens,Blood Culture,Sepsis,,laboratory,"General Directorate of Public Health, Ministry of Health Turkiye",public_health,"General Directorate of Public Health, Ministry of Health Turkiye",General Directorate of Public Health,PRJNA1231771,12387735,45.5
GCA_049637085.1,Candidozyma auris,498019,Candida auris,Critical,2025-04-15,Chromosome,2022-01-26,Turkey:Ankara,Homo sapiens,Blood Culture,Sepsis,,laboratory,"General Directorate of Public Health, Ministry of Health Turkiye",public_health,"General Directorate of Public Health, Ministry of Health Turkiye",General Directorate of Public Health,PRJNA1231771,12387280,45.5
GCA_049637155.1,Candidozyma auris,498019,Candida auris,Critical,2025-04-15,Chromosome,2020-06-22,Turkey:Ankara,Homo sapiens,Blood Culture,Sepsis,,laboratory,"General Directorate of Public Health, Ministry of Health Turkiye",public_health,"General Directorate of Public Health, Ministry of Health Turkiye",General Directorate of Public Health,PRJNA1231771,12387354,45.0
GCA_049637205.1,Candidozyma auris,498019,Candida auris,Critical,2025-04-15,Chromosome,2023-04-03,Turkey:Ankara,Homo sapiens,Blood Culture,Sepsis,,laboratory,"General Directorate of Public Health, Ministry of Health Turkiye",public_health,"General Directorate of Public Health, Ministry of Health Turkiye",General Directorate of Public Health,PRJNA1231771,12388622,45.0
GCA_049637235.1,Candidozyma auris,498019,Candida auris,Critical,2025-04-15,Chromosome,2023-09-06,Turkey:Ankara,Homo sapiens,Blood Culture,Sepsis,,laboratory,"General Directorate of Public Health, Ministry of Health Turkiye",public_health,"General Directorate of Public Health, Ministry of Health Turkiye",General Directorate of Public Health,PRJNA1231771,12387792,45.5
GCA_049637305.1,Candidozyma auris,498019,Candida auris,Critical,2025-04-15,Chromosome,2023-04-03,Turkey:Ankara,Homo sapiens,Blood Culture,Sepsis,,laboratory,"General Directorate of Public Health, Ministry of Health Turkiye",public_health,"General Directorate of Public Health, Ministry of Health Turkiye",General Directorate of Public Health,PRJNA1231771,12387236,45.5
GCA_049637355.1,Candidozyma auris,498019,Candida auris,Critical,2025-04-15,Chromosome,2023-03-24,Turkey:Istanbul,Homo sapiens,Blood Culture,Sepsis,,laboratory,"General Directorate of Public Health, Ministry of Health Turkiye",public_health,"General Directorate of Public Health, Ministry of Health Turkiye",General Directorate of Public Health,PRJNA1231771,12387574,45.5
GCA_049637365.1,Candidozyma auris,498019,Candida auris,Critical,2025-04-15,Chromosome,2023-03-24,Turkey:Istanbul,Homo sapiens,Blood Culture,Sepsis,,laboratory,"General Directorate of Public Health, Ministry of Health Turkiye",public_health,"General Directorate of Public Health, Ministry of Health Turkiye",General Directorate of Public Health,PRJNA1231771,12389078,45.5
GCA_049637475.1,Candidozyma auris,498019,Candida auris,Critical,2025-04-15,Chromosome,2023-03-24,Turkey:Istanbul,Homo sapiens,Blood Culture,Sepsis,,laboratory,"General Directorate of Public Health, Ministry of Health Turkiye",public_health,"General Directorate of Public Health, Ministry of Health Turkiye",General Directorate of Public Health,PRJNA1231771,12388106,45.5
GCA_049637505.1,Candidozyma auris,498019,Candida auris,Critical,2025-04-15,Chromosome,2022-05-12,Turkey:Istanbul,Homo sapiens,Axilla Swap,Candidozyma auris survelliance,,human,"General Directorate of Public Health, Ministry of Health Turkiye",public_health,"General Directorate of Public Health, Ministry of Health Turkiye",General Directorate of Public Health,PRJNA1231771,12388322,45.0
GCA_049637515.1,Candidozyma auris,498019,Candida auris,Critical,2025-04-15,Chromosome,2022-05-12,Turkey:Istanbul,Homo sapiens,Blood Culture,Sepsis,,laboratory,"General Directorate of Public Health, Ministry of Health Turkiye",public_health,"General Directorate of Public Health, Ministry of Health Turkiye",General Directorate of Public Health,PRJNA1231771,12388026,45.5
GCA_049637625.1,Candidozyma auris,498019,Candida auris,Critical,2025-04-15,Chromosome,2022-05-12,Turkey:Istanbul,Homo sapiens,Axilla Swap,Candidozyma auris survelliance,,human,"General Directorate of Public Health, Ministry of Health Turkiye",public_health,"General Directorate of Public Health, Ministry of Health Turkiye",General Directorate of Public Health,PRJNA1231771,12387810,45.0
GCA_049637655.1,Candidozyma auris,498019,Candida auris,Critical,2025-04-15,Chromosome,2022-05-12,Turkey:Istanbul,Homo sapiens,Blood Culture,Sepsis,,laboratory,"General Directorate of Public Health, Ministry of Health Turkiye",public_health,"General Directorate of Public Health, Ministry of Health Turkiye",General Directorate of Public Health,PRJNA1231771,12382969,45.5
GCA_049637675.1,Candidozyma auris,498019,Candida auris,Critical,2025-04-15,Chromosome,2022-05-12,Turkey:Istanbul,Homo sapiens,Blood Culture,Sepsis,,laboratory,"General Directorate of Public Health, Ministry of Health Turkiye",public_health,"General Directorate of Public Health, Ministry of Health Turkiye",General Directorate of Public Health,PRJNA1231771,12387958,45.0
GCA_049637775.1,Candidozyma auris,498019,Candida auris,Critical,2025-04-15,Chromosome,2021-01-02,Turkey:Istanbul,Homo sapiens,Blood Culture,Sepsis,,laboratory,"General Directorate of Public Health, Ministry of Health Turkiye",public_health,"General Directorate of Public Health, Ministry of Health Turkiye",General Directorate of Public Health,PRJNA1231771,12390034,45.5
GCA_049637805.1,Candidozyma auris,498019,Candida auris,Critical,2025-04-15,Chromosome,2021-01-02,Turkey:Istanbul,Homo sapiens,Blood Culture,Sepsis,,laboratory,"General Directorate of Public Health, Ministry of Health Turkiye",public_health,"General Directorate of Public Health, Ministry of Health Turkiye",General Directorate of Public Health,PRJNA1231771,12388399,45.0
GCA_049637835.1,Candidozyma auris,498019,Candida auris,Critical,2025-04-15,Chromosome,2021-01-02,Turkey:Istanbul,Homo sapiens,Blood Culture,Sepsis,,laboratory,"General Directorate of Public Health, Ministry of Health Turkiye",public_health,"General Directorate of Public Health, Ministry of Health Turkiye",General Directorate of Public Health,PRJNA1231771,12383589,45.5
GCA_049637925.1,Candidozyma auris,498019,Candida auris,Critical,2025-04-15,Chromosome,2020-06-09,Turkey:Ankara,Homo sapiens,Axilla Swap,Candidozyma auris survelliance,,human,"General Directorate of Public Health, Ministry of Health Turkiye",public_health,"General Directorate of Public Health, Ministry of Health Turkiye",General Directorate of Public Health,PRJNA1231771,12383751,45.5
GCA_049637955.1,Candidozyma auris,498019,Candida auris,Critical,2025-04-15,Chromosome,2020-06-09,Turkey:Ankara,Homo sapiens,Urine culture,Candidozyma auris survelliance,,laboratory,"General Directorate of Public Health, Ministry of Health Turkiye",public_health,"General Directorate of Public Health, Ministry of Health Turkiye",General Directorate of Public Health,PRJNA1231771,12388479,45.0
GCA_049637985.1,Candidozyma auris,498019,Candida auris,Critical,2025-04-15,Chromosome,2023-02-09,Turkey:Istanbul,Homo sapiens,Blood Culture,Sepsis,,laboratory,"General Directorate of Public Health, Ministry of Health Turkiye",public_health,"General Directorate of Public Health, Ministry of Health Turkiye",General Directorate of Public Health,PRJNA1231771,12375663,45.0
GCA_049638075.1,Candidozyma auris,498019,Candida auris,Critical,2025-04-15,Chromosome,2023-06-09,Turkey:Ankara,Homo sapiens,Blood Culture,Sepsis,,laboratory,"General Directorate of Public Health, Ministry of Health Turkiye",public_health,"General Directorate of Public Health, Ministry of Health Turkiye",General Directorate of Public Health,PRJNA1231771,12384184,45.5
GCA_049638095.1,Candidozyma auris,498019,Candida auris,Critical,2025-04-15,Chromosome,2022-10-12,Turkey:Ankara,Homo sapiens,Blood Culture,Sepsis,,laboratory,"General Directorate of Public Health, Ministry of Health Turkiye",public_health,"General Directorate of Public Health, Ministry of Health Turkiye",General Directorate of Public Health,PRJNA1231771,12384280,45.5
GCA_049638125.1,Candidozyma auris,498019,Candida auris,Critical,2025-04-15,Chromosome,2023-11-29,Turkey:Ankara,Homo sapiens,Blood Culture,Sepsis,,laboratory,"General Directorate of Public Health, Ministry of Health Turkiye",public_health,"General Directorate of Public Health, Ministry of Health Turkiye",General Directorate of Public Health,PRJNA1231771,12383287,45.5
GCA_049638225.1,Candidozyma auris,498019,Candida auris,Critical,2025-04-15,Chromosome,2023-11-13,Turkey:Ankara,Homo sapiens,Blood Culture,Sepsis,,laboratory,"General Directorate of Public Health, Ministry of Health Turkiye",public_health,"General Directorate of Public Health, Ministry of Health Turkiye",General Directorate of Public Health,PRJNA1231771,12383809,45.5
GCA_049638255.1,Candidozyma auris,498019,Candida auris,Critical,2025-04-15,Chromosome,2023-11-13,Turkey:Ankara,Homo sapiens,Axilla Swap,Candidozyma auris survelliance,,human,"General Directorate of Public Health, Ministry of Health Turkiye",public_health,"General Directorate of Public Health, Ministry of Health Turkiye",General Directorate of Public Health,PRJNA1231771,12383508,45.5
GCA_049638305.1,Candidozyma auris,498019,Candida auris,Critical,2025-04-15,Chromosome,2023-11-17,Turkey:Ankara,Homo sapiens,Blood Culture,Sepsis,,laboratory,"General Directorate of Public Health, Ministry of Health Turkiye",public_health,"General Directorate of Public Health, Ministry of Health Turkiye",General Directorate of Public Health,PRJNA1231771,12383660,45.5
GCA_049638395.1,Candidozyma auris,498019,Candida auris,Critical,2025-04-15,Chromosome,2023-11-13,Turkey:Ankara,Homo sapiens,Axilla Swap,Candidozyma auris survelliance,,human,"General Directorate of Public Health, Ministry of Health Turkiye",public_health,"General Directorate of Public Health, Ministry of Health Turkiye",General Directorate of Public Health,PRJNA1231771,12389373,45.0
GCA_049638425.1,Candidozyma auris,498019,Candida auris,Critical,2025-04-15,Chromosome,2023-11-13,Turkey:Ankara,Homo sapiens,Axilla Swap,Candidozyma auris survelliance,,human,"General Directorate of Public Health, Ministry of Health Turkiye",public_health,"General Directorate of Public Health, Ministry of Health Turkiye",General Directorate of Public Health,PRJNA1231771,12383528,45.5
GCA_049638435.1,Candidozyma auris,498019,Candida auris,Critical,2025-04-15,Chromosome,2022-12-27,Turkey:Bursa,Homo sapiens,Blood Culture,Sepsis,,laboratory,"General Directorate of Public Health, Ministry of Health Turkiye",public_health,"General Directorate of Public Health, Ministry of Health Turkiye",General Directorate of Public Health,PRJNA1231771,12388882,45.0
GCA_049638545.1,Candidozyma auris,498019,Candida auris,Critical,2025-04-15,Chromosome,2023-05-23,Turkey:Ankara,Homo sapiens,Blood Culture,Sepsis,,laboratory,"General Directorate of Public Health, Ministry of Health Turkiye",public_health,"General Directorate of Public Health, Ministry of Health Turkiye",General Directorate of Public Health,PRJNA1231771,12389098,45.5
GCA_049638575.1,Candidozyma auris,498019,Candida auris,Critical,2025-04-15,Chromosome,2023-09-11,Turkey:Ankara,Homo sapiens,Blood Culture,Sepsis,,laboratory,"General Directorate of Public Health, Ministry of Health Turkiye",public_health,"General Directorate of Public Health, Ministry of Health Turkiye",General Directorate of Public Health,PRJNA1231771,12383516,45.5
GCA_049638585.1,Candidozyma auris,498019,Candida auris,Critical,2025-04-15,Chromosome,2023-05-10,Turkey:Istanbul,Homo sapiens,Blood Culture,Sepsis,,laboratory,"General Directorate of Public Health, Ministry of Health Turkiye",public_health,"General Directorate of Public Health, Ministry of Health Turkiye",General Directorate of Public Health,PRJNA1231771,12387558,45.5
GCA_049638695.1,Candidozyma auris,498019,Candida auris,Critical,2025-04-15,Chromosome,2023-07-03,Turkey:Ankara,Homo sapiens,Blood Culture,Sepsis,,laboratory,"General Directorate of Public Health, Ministry of Health Turkiye",public_health,"General Directorate of Public Health, Ministry of Health Turkiye",General Directorate of Public Health,PRJNA1231771,12385795,45.5
GCA_049728825.1,Candidozyma auris,498019,Candida auris,Critical,2025-04-17,Scaffold,2017-01,Ireland: Cork,Homo sapiens,,,,human,Maynooth University,university,Maynooth University,Maynooth University,PRJNA1244779,12314949,45.0
GCA_049863235.1,Candidozyma auris,498019,Candida auris,Critical,2025-04-23,Contig,2022-02-16,Thailand: Bangkok,Homo sapiens,,,,human,Mahidol University,university,Mahidol University,Mahidol University,PRJNA1228295,12455771,45.5
GCA_049863305.1,Candidozyma auris,498019,Candida auris,Critical,2025-04-23,Scaffold,2022-06-15,Thailand: Bangkok,Homo sapiens,,,,human,Mahidol University,university,Mahidol University,Mahidol University,PRJNA1228295,11569114,45.0
GCA_049863345.1,Candidozyma auris,498019,Candida auris,Critical,2025-04-23,Scaffold,2022-07-20,Thailand: Bangkok,Homo sapiens,,,,human,Mahidol University,university,Mahidol University,Mahidol University,PRJNA1228295,12002002,45.0
GCA_050437075.1,Candidozyma auris,498019,Candida auris,Critical,2025-05-19,Scaffold,2022-04-16,South Africa: Eastern Karoo,,Locustana pardilana (brown locust),,,unknown,National Institute for Communicable Diseases,public_health,National Institute for Communicable Diseases,National Institute for Communicable Diseases,PRJNA1214514,12335831,45.0
GCA_050656045.1,Candidozyma auris,498019,Candida auris,Critical,2025-06-02,Contig,2021-08-01,Thailand: Bangkok,Homo sapiens,,,,human,Mahidol University,university,Mahidol University,Mahidol University,PRJNA1122935,12475228,45.5
GCA_050656055.1,Candidozyma auris,498019,Candida auris,Critical,2025-06-02,Contig,2021-07-22,Thailand: Bangkok,Homo sapiens,,,,human,Mahidol University,university,Mahidol University,Mahidol University,PRJNA1122935,12675776,45.5
GCA_050656065.1,Candidozyma auris,498019,Candida auris,Critical,2025-06-02,Contig,2021-10-02,Thailand: Bangkok,Homo sapiens,,,,human,Mahidol University,university,Mahidol University,Mahidol University,PRJNA1122935,12558351,45.5
GCA_050656165.1,Candidozyma auris,498019,Candida auris,Critical,2025-06-02,Contig,2021-07-22,Thailand: Bangkok,Homo sapiens,,,,human,Mahidol University,university,Mahidol University,Mahidol University,PRJNA1122935,12834415,45.5
GCA_050656175.1,Candidozyma auris,498019,Candida auris,Critical,2025-06-02,Contig,2018-07-23,Thailand: Bangkok,Homo sapiens,,,,human,Mahidol University,university,Mahidol University,Mahidol University,PRJNA1122935,12441819,45.5
GCA_051020605.2,Candidozyma auris,498019,Candida auris,Critical,2025-11-05,Contig,2024-09-16,Peru: Lima,Homo sapiens,clinical,Tissue,,human,Universidad Peruana Cayetano Heredia,university,Universidad Peruana Cayetano Heredia,Universidad Peruana Cayetano Heredia,PRJNA1264495,11621137,45.5
GCA_051529805.1,Candidozyma auris,498019,Candida auris,Critical,2025-07-24,Contig,2024-09-04,USA: California,Homo sapiens,urine,,,human,Los Angeles County Public Health Lab microbial pathogen submission group,public_health,Los Angeles County Public Health Lab microbial pathogen submission group,Los Angeles County Public Health Lab microbial pathogen submission group,PRJNA850520,12252060,45.5
GCA_051529825.1,Candidozyma auris,498019,Candida auris,Critical,2025-07-24,Contig,2025-03-05,USA: California,Homo sapiens,blood,,,human,Los Angeles County Public Health Lab microbial pathogen submission group,public_health,Los Angeles County Public Health Lab microbial pathogen submission group,Los Angeles County Public Health Lab microbial pathogen submission group,PRJNA850520,12266885,45.5
